data_ref,index,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,renda,mau
2016-01-01,462,M,S,S,0,Assalariado,Médio,Casado,Casa,38,2.5232876712328767,2.0,6678.5,False
2015-03-01,8818,F,N,S,1,Assalariado,Médio,Casado,Casa,38,0.7150684931506849,3.0,570.57,False
2015-01-01,6362,F,N,N,0,Assalariado,Médio,Casado,Casa,31,1.4109589041095891,2.0,2265.58,False
2015-12-01,2321,F,N,S,1,Empresário,Médio,Casado,Casa,34,9.778082191780822,3.0,19131.27,False
2015-07-01,16241,F,N,S,1,Assalariado,Médio,Casado,Casa,31,5.715068493150685,3.0,31652.38,False
2015-03-01,10553,M,S,S,0,Empresário,Superior completo,Casado,Casa,42,4.008219178082192,2.0,2305.37,False
2015-12-01,7367,M,S,S,1,Assalariado,Médio,Casado,Casa,50,10.63835616438356,3.0,3299.54,True
2015-08-01,2675,F,N,S,2,Empresário,Médio,Casado,Casa,36,0.8082191780821918,4.0,3974.59,True
2015-04-01,10294,F,S,S,0,Empresário,Médio,Casado,Casa,50,19.30958904109589,2.0,99506.2,False
2015-04-01,2430,M,S,N,1,Servidor público,Médio,Casado,Aluguel,42,17.958904109589042,3.0,56231.11,False
2015-03-01,8843,F,N,S,1,Empresário,Superior completo,Solteiro,Casa,32,0.3780821917808219,2.0,2741.35,False
2015-01-01,14475,M,N,S,0,Empresário,Superior completo,Casado,Casa,55,1.5205479452054795,2.0,2401.21,False
2015-11-01,12167,M,S,S,1,Assalariado,Médio,Casado,Casa,34,4.432876712328767,3.0,6526.93,False
2015-01-01,13585,F,N,N,2,Servidor público,Médio,Casado,Casa,33,5.435616438356164,4.0,4250.92,False
2016-01-01,7043,F,N,S,0,Empresário,Superior completo,Casado,Casa,51,13.2986301369863,2.0,22699.97,False
2016-01-01,12197,F,S,S,1,Empresário,Médio,Casado,Casa,36,11.602739726027398,3.0,12672.43,False
2015-09-01,8660,M,S,S,1,Assalariado,Médio,Solteiro,Casa,40,4.6876712328767125,2.0,8254.99,True
2016-03-01,657,F,S,S,0,Assalariado,Médio,União,Casa,34,1.8575342465753424,2.0,811.6,True
2016-02-01,7073,M,N,N,0,Assalariado,Médio,Solteiro,Com os pais,24,3.293150684931507,1.0,905.56,False
2016-01-01,15096,M,S,S,0,Servidor público,Médio,Casado,Casa,40,8.53972602739726,2.0,14784.18,False
2016-03-01,16029,M,S,S,2,Empresário,Superior completo,Casado,Casa,40,0.6273972602739726,4.0,2827.02,False
2015-10-01,2602,F,N,N,0,Empresário,Superior completo,Casado,Governamental,38,12.9013698630137,2.0,32522.92,False
2015-10-01,10106,M,S,S,0,Assalariado,Médio,Casado,Casa,42,15.391780821917807,2.0,22268.92,False
2015-06-01,16017,F,N,S,0,Servidor público,Superior completo,Casado,Casa,47,3.295890410958904,2.0,31446.56,False
2015-09-01,11033,F,S,S,0,Pensionista,Médio,Casado,Casa,52,,2.0,7268.6,False
2015-03-01,15158,M,N,S,1,Assalariado,Médio,Casado,Casa,36,18.5013698630137,3.0,12045.14,False
2015-03-01,9859,F,N,S,0,Empresário,Médio,Casado,Casa,53,5.367123287671233,2.0,10915.69,False
2015-12-01,6586,M,S,S,0,Assalariado,Superior incompleto,Separado,Casa,59,15.416438356164385,1.0,12335.06,False
2016-02-01,5388,M,S,S,0,Servidor público,Superior completo,Solteiro,Casa,27,2.263013698630137,1.0,11731.54,False
2016-01-01,1499,F,S,N,0,Empresário,Superior incompleto,Separado,Casa,38,3.682191780821918,1.0,4879.96,False
2015-08-01,2775,F,S,S,1,Assalariado,Médio,Casado,Casa,35,3.558904109589041,3.0,29922.83,False
2015-10-01,8270,M,S,S,0,Empresário,Médio,Casado,Casa,53,2.802739726027397,2.0,8800.53,False
2015-07-01,7269,F,N,S,0,Assalariado,Superior completo,Casado,Casa,42,8.134246575342466,2.0,38703.28,False
2015-04-01,6870,F,N,S,0,Pensionista,Médio,Casado,Casa,62,,2.0,12362.26,False
2015-03-01,16144,M,N,S,0,Empresário,Superior completo,Solteiro,Casa,34,6.882191780821918,1.0,17838.59,False
2015-03-01,5278,M,S,S,0,Empresário,Médio,Casado,Casa,59,2.682191780821918,2.0,5820.46,False
2015-02-01,15939,M,S,S,0,Assalariado,Médio,Casado,Casa,28,6.545205479452055,2.0,6233.36,False
2015-09-01,2193,F,N,N,0,Assalariado,Médio,Casado,Casa,40,11.18082191780822,2.0,19691.41,False
2015-02-01,3832,F,N,S,0,Assalariado,Médio,Solteiro,Casa,38,16.024657534246575,1.0,27088.77,False
2015-05-01,9888,F,N,S,0,Servidor público,Superior completo,Casado,Casa,46,1.1753424657534246,2.0,4436.75,False
2015-03-01,643,F,N,S,1,Empresário,Superior incompleto,Casado,Casa,29,2.5232876712328767,3.0,2598.55,False
2015-09-01,11554,F,N,S,0,Assalariado,Médio,Casado,Casa,48,16.972602739726028,2.0,223701.95,False
2015-02-01,4771,F,N,N,1,Empresário,Médio,Casado,Casa,30,1.7671232876712328,3.0,2097.94,False
2015-01-01,8039,F,N,S,0,Pensionista,Médio,Casado,Casa,58,,2.0,4196.63,False
2015-03-01,5321,F,N,S,0,Servidor público,Médio,Casado,Casa,54,10.936986301369863,2.0,25673.29,False
2015-01-01,14517,F,S,N,0,Assalariado,Médio,Casado,Casa,40,22.145205479452056,2.0,12150.67,False
2015-01-01,15078,M,N,S,1,Assalariado,Médio,União,Casa,31,6.997260273972603,3.0,2265.62,False
2016-01-01,4085,F,N,S,0,Assalariado,Médio,Casado,Casa,46,2.797260273972603,2.0,985.0,True
2016-03-01,138,F,S,N,0,Assalariado,Médio,Casado,Casa,40,2.186301369863014,2.0,1691.25,False
2015-10-01,350,F,N,N,0,Assalariado,Médio,Casado,Casa,43,1.0246575342465754,2.0,4393.2,False
2015-10-01,8833,F,S,S,0,Servidor público,Superior completo,Casado,Casa,53,2.9616438356164383,2.0,7696.58,False
2015-05-01,5041,F,N,S,0,Pensionista,Médio,Viúvo,Casa,64,,1.0,10527.61,False
2016-02-01,1036,M,N,S,0,Empresário,Médio,Separado,Casa,51,10.008219178082191,1.0,1947.26,False
2015-11-01,3619,F,S,S,0,Assalariado,Médio,União,Casa,37,3.441095890410959,2.0,10582.29,False
2016-03-01,220,F,N,N,0,Servidor público,Superior completo,Casado,Casa,47,3.6931506849315054,2.0,843.36,False
2015-04-01,12662,F,S,S,0,Assalariado,Médio,Casado,Casa,59,3.7013698630136975,2.0,2455.69,False
2015-01-01,7138,F,S,S,2,Assalariado,Superior completo,Casado,Casa,39,1.4575342465753425,4.0,2347.99,False
2015-04-01,12564,F,S,N,0,Assalariado,Médio,Casado,Casa,46,1.8657534246575345,2.0,5692.88,False
2015-10-01,12790,F,N,S,1,Empresário,Médio,Solteiro,Casa,39,20.12602739726028,2.0,80299.73,False
2015-02-01,6856,F,S,S,0,Assalariado,Médio,Casado,Casa,54,7.8,2.0,4164.31,False
2015-04-01,11145,M,S,N,0,Assalariado,Superior completo,Casado,Casa,41,14.52054794520548,2.0,12628.19,False
2015-07-01,15100,M,S,S,0,Servidor público,Médio,Casado,Casa,43,4.789041095890411,2.0,64368.43,False
2015-07-01,3491,F,N,S,0,Assalariado,Médio,Casado,Casa,48,3.441095890410959,2.0,30737.59,False
2015-11-01,9114,F,N,N,0,Assalariado,Médio,Casado,Casa,40,13.873972602739729,2.0,17750.77,False
2015-03-01,15475,M,S,N,0,Empresário,Médio,Solteiro,Casa,47,7.208219178082191,1.0,3867.71,False
2015-05-01,16445,F,S,S,0,Pensionista,Médio,Casado,Casa,57,,2.0,11319.48,False
2016-02-01,8056,F,S,N,0,Empresário,Superior completo,Casado,Casa,46,9.473972602739726,2.0,5953.71,False
2015-07-01,2001,F,N,S,1,Assalariado,Superior incompleto,Casado,Casa,33,3.761643835616439,3.0,37810.68,False
2015-04-01,10482,M,N,N,1,Assalariado,Médio,Separado,Governamental,44,14.556164383561644,2.0,12078.56,False
2015-05-01,4083,F,S,N,0,Servidor público,Médio,União,Com os pais,48,21.30958904109589,2.0,281917.36,False
2015-04-01,12616,M,N,N,2,Assalariado,Médio,Casado,Casa,27,6.367123287671233,4.0,5776.48,False
2015-01-01,9992,F,N,S,2,Empresário,Superior completo,Casado,Casa,42,6.019178082191781,4.0,1931.38,False
2016-01-01,1209,F,N,N,1,Empresário,Médio,Separado,Casa,41,21.86027397260274,2.0,10229.45,False
2015-02-01,15478,F,N,S,1,Empresário,Médio,União,Casa,35,4.372602739726028,3.0,793.23,False
2015-04-01,3546,F,N,S,0,Servidor público,Médio,Casado,Com os pais,29,8.443835616438356,2.0,3904.62,False
2016-02-01,5583,M,N,N,0,Assalariado,Médio,Casado,Casa,50,19.96712328767123,2.0,5447.33,False
2015-01-01,8819,F,N,S,1,Assalariado,Médio,Casado,Casa,38,0.7150684931506849,3.0,1044.89,False
2016-02-01,3163,F,N,N,0,Assalariado,Médio,Casado,Casa,36,11.893150684931507,2.0,4645.15,False
2016-02-01,7662,F,S,N,1,Assalariado,Superior completo,Viúvo,Casa,45,11.02191780821918,2.0,3747.1,False
2016-02-01,14953,M,S,S,0,Pensionista,Médio,Casado,Casa,60,,2.0,9761.34,False
2015-10-01,12233,F,N,S,0,Assalariado,Médio,União,Casa,46,2.361643835616438,2.0,4135.35,False
2015-11-01,4207,F,N,S,0,Servidor público,Superior incompleto,União,Casa,28,2.1780821917808217,2.0,5013.07,False
2015-10-01,13518,M,S,N,2,Assalariado,Médio,Casado,Casa,35,11.936986301369863,4.0,16196.03,False
2015-07-01,12005,M,S,S,0,Empresário,Médio,Casado,Casa,47,8.490410958904109,2.0,11929.32,False
2015-07-01,9520,F,S,N,2,Assalariado,Médio,Casado,Casa,32,4.101369863013699,4.0,38120.98,False
2016-03-01,5049,F,N,S,0,Pensionista,Médio,Separado,Casa,58,,1.0,2739.19,False
2016-02-01,3515,F,N,N,0,Assalariado,Superior completo,Casado,Casa,48,8.106849315068493,2.0,4083.3,False
2015-12-01,6179,F,N,S,0,Servidor público,Superior completo,Casado,Casa,44,8.665753424657535,2.0,1558.03,False
2015-08-01,11570,F,N,N,0,Pensionista,Médio,Separado,Governamental,59,,1.0,3379.03,False
2015-12-01,4203,F,N,S,0,Empresário,Superior completo,Solteiro,Casa,46,1.7589041095890412,1.0,3797.9,True
2015-12-01,15260,F,N,N,0,Assalariado,Médio,Casado,Casa,49,8.123287671232877,2.0,4316.85,False
2016-01-01,6738,M,N,S,0,Assalariado,Superior completo,União,Casa,54,15.3013698630137,2.0,12389.97,False
2016-02-01,5204,F,N,S,0,Assalariado,Superior completo,Separado,Casa,49,1.824657534246576,1.0,3232.66,False
2015-07-01,12892,F,N,N,0,Assalariado,Médio,Casado,Casa,48,29.48493150684932,2.0,901008.03,False
2015-01-01,5330,M,S,S,2,Assalariado,Médio,União,Casa,35,13.186301369863012,4.0,9270.73,False
2015-10-01,9280,F,S,N,0,Assalariado,Médio,Casado,Casa,53,7.6,2.0,40936.84,False
2015-01-01,358,F,N,N,0,Empresário,Médio,Separado,Casa,49,4.027397260273973,1.0,7238.45,False
2015-04-01,8241,F,N,S,1,Empresário,Médio,Casado,Casa,27,5.3863013698630136,3.0,3868.76,False
2015-04-01,12070,F,N,S,0,Assalariado,Médio,Casado,Casa,45,5.994520547945205,2.0,1945.98,False
2015-10-01,16108,F,S,S,0,Empresário,Superior completo,Casado,Casa,39,5.126027397260274,2.0,13356.66,False
2016-02-01,4284,F,N,N,2,Servidor público,Superior incompleto,Casado,Com os pais,31,6.260273972602739,4.0,1543.68,False
2015-05-01,8167,M,S,S,0,Assalariado,Médio,Casado,Casa,44,8.389041095890411,2.0,35199.82,False
2015-02-01,3483,F,N,S,0,Pensionista,Superior completo,Casado,Casa,58,,2.0,2196.31,False
2015-11-01,6712,F,N,S,0,Pensionista,Médio,Casado,Casa,58,,2.0,13317.96,False
2015-09-01,1406,F,N,S,0,Assalariado,Médio,Casado,Casa,26,3.682191780821918,2.0,4209.9,True
2015-11-01,12180,M,S,S,0,Assalariado,Médio,Casado,Casa,56,1.9397260273972603,2.0,5288.93,False
2016-03-01,12022,M,S,N,0,Empresário,Superior completo,Casado,Casa,41,18.32876712328768,2.0,23607.71,False
2015-11-01,12209,M,S,S,2,Assalariado,Médio,Casado,Casa,51,8.01917808219178,4.0,6483.11,True
2015-11-01,14170,F,S,N,0,Assalariado,Superior completo,Casado,Casa,37,3.4575342465753423,2.0,5754.28,False
2015-07-01,16408,F,S,S,0,Servidor público,Médio,Solteiro,Casa,23,4.210958904109589,1.0,21286.92,False
2015-10-01,6973,M,N,N,0,Assalariado,Médio,Casado,Casa,32,11.632876712328768,2.0,17482.87,False
2015-10-01,9633,M,N,N,0,Empresário,Médio,Casado,Casa,36,3.9342465753424656,2.0,7590.3,False
2015-11-01,8589,F,S,S,0,Empresário,Médio,Casado,Casa,39,5.304109589041096,2.0,1033.59,False
2015-11-01,3160,F,N,N,0,Assalariado,Médio,Casado,Casa,52,15.063013698630137,2.0,14030.18,False
2015-07-01,12143,M,S,N,0,Empresário,Médio,União,Casa,31,5.528767123287671,2.0,21730.0,False
2015-01-01,1841,M,S,N,1,Assalariado,Médio,União,Casa,44,7.841095890410959,3.0,8447.39,False
2015-01-01,12694,M,S,S,0,Assalariado,Médio,Casado,Casa,59,21.95890410958904,2.0,18014.54,False
2015-11-01,5963,M,S,S,1,Assalariado,Médio,Casado,Casa,31,9.893150684931507,3.0,41507.82,False
2015-08-01,5890,F,N,S,1,Assalariado,Médio,Separado,Casa,38,10.389041095890413,2.0,34786.4,False
2015-12-01,2222,M,S,N,0,Assalariado,Médio,Casado,Casa,49,0.5917808219178082,2.0,3954.39,False
2016-01-01,2381,M,S,S,1,Assalariado,Superior completo,Casado,Comunitário,36,3.361643835616438,3.0,7694.63,False
2015-04-01,11605,M,N,N,0,Empresário,Médio,Casado,Casa,33,8.994520547945205,2.0,19605.41,False
2015-03-01,9692,F,N,S,0,Assalariado,Médio,Casado,Casa,43,0.5945205479452055,2.0,5906.35,False
2015-02-01,1240,F,N,S,0,Assalariado,Médio,Casado,Casa,41,22.945205479452056,2.0,51907.45,False
2015-03-01,15100,M,S,S,0,Servidor público,Médio,Casado,Casa,43,4.789041095890411,2.0,22088.62,False
2015-05-01,2056,F,N,S,0,Pensionista,Médio,Viúvo,Casa,63,,1.0,8035.57,False
2016-01-01,7440,M,N,S,2,Empresário,Médio,Casado,Casa,35,4.134246575342465,4.0,2299.12,False
2016-01-01,8225,F,N,S,0,Pensionista,Superior completo,Solteiro,Casa,58,,1.0,1083.91,True
2015-06-01,15326,F,N,N,0,Assalariado,Médio,Casado,Casa,50,12.46027397260274,2.0,66884.02,False
2015-05-01,5298,F,N,S,2,Assalariado,Médio,Casado,Governamental,31,12.186301369863012,4.0,35683.06,False
2015-11-01,3535,F,N,S,0,Empresário,Médio,Casado,Casa,52,6.356164383561644,2.0,12139.35,False
2015-05-01,14849,M,S,N,2,Empresário,Superior completo,Separado,Estúdio,37,3.717808219178082,3.0,8780.56,False
2015-07-01,13033,M,S,S,1,Assalariado,Médio,Casado,Casa,49,1.0876712328767124,3.0,7831.25,False
2015-06-01,7662,F,S,N,1,Assalariado,Superior completo,Viúvo,Casa,45,11.02191780821918,2.0,23956.52,False
2016-03-01,588,F,S,S,0,Assalariado,Médio,Casado,Casa,36,15.953424657534246,2.0,7490.28,False
2015-08-01,6997,F,N,S,0,Pensionista,Médio,Solteiro,Casa,65,,1.0,12851.83,False
2015-10-01,4244,F,N,N,0,Assalariado,Superior completo,Solteiro,Estúdio,51,9.01095890410959,1.0,8051.18,False
2016-03-01,6845,F,N,S,0,Assalariado,Médio,Solteiro,Casa,50,13.550684931506847,1.0,4731.22,False
2015-03-01,48,M,N,S,1,Assalariado,Médio,Casado,Casa,28,7.693150684931507,3.0,5718.32,False
2015-04-01,6121,F,N,S,2,Empresário,Superior completo,Casado,Casa,33,3.331506849315069,4.0,9835.02,False
2016-02-01,12907,M,N,S,0,Empresário,Médio,Casado,Casa,64,5.717808219178083,2.0,1867.37,True
2015-12-01,4884,F,N,S,1,Servidor público,Médio,Casado,Casa,39,6.882191780821918,3.0,3584.52,False
2016-03-01,4576,F,N,S,1,Assalariado,Superior completo,Casado,Casa,28,6.515068493150685,3.0,1542.66,False
2015-09-01,1693,F,N,S,1,Assalariado,Médio,Casado,Casa,43,12.065753424657537,3.0,24563.41,False
2015-01-01,1527,F,N,S,0,Assalariado,Médio,Casado,Casa,46,15.402739726027397,2.0,13838.86,False
2015-10-01,9434,F,S,N,0,Assalariado,Superior completo,Casado,Casa,40,7.76986301369863,2.0,22872.22,False
2015-09-01,1333,F,N,S,0,Pensionista,Médio,Viúvo,Casa,56,,1.0,10321.39,False
2015-10-01,11641,M,N,S,2,Empresário,Superior completo,Casado,Casa,33,5.991780821917808,4.0,19350.62,False
2015-12-01,12662,F,S,S,0,Assalariado,Médio,Casado,Casa,59,3.7013698630136975,2.0,1180.21,True
2015-02-01,5378,F,S,S,0,Pensionista,Médio,Casado,Casa,64,,2.0,4852.38,False
2015-12-01,15894,M,N,S,0,Assalariado,Médio,Casado,Casa,53,2.1232876712328768,2.0,6730.8,False
2016-01-01,10270,F,N,S,0,Empresário,Médio,Casado,Casa,57,4.550684931506849,2.0,1721.31,False
2015-07-01,16581,M,S,N,1,Empresário,Médio,Casado,Casa,40,3.9287671232876713,3.0,4325.64,False
2016-01-01,6510,F,N,S,2,Assalariado,Médio,Casado,Casa,37,1.1616438356164382,4.0,450.84,False
2016-02-01,4743,F,N,S,0,Pensionista,Médio,Viúvo,Casa,57,,1.0,1309.74,True
2015-11-01,5242,F,N,S,1,Servidor público,Superior incompleto,Casado,Casa,39,12.523287671232875,3.0,33892.16,False
2015-01-01,12636,F,N,S,1,Empresário,Médio,Viúvo,Governamental,46,26.715068493150685,2.0,46374.94,False
2016-01-01,6829,F,N,S,0,Assalariado,Médio,Casado,Casa,52,18.054794520547944,2.0,15924.38,False
2015-03-01,13478,F,N,N,0,Assalariado,Superior completo,Solteiro,Casa,38,8.934246575342465,1.0,7442.14,False
2015-01-01,3994,M,N,N,0,Assalariado,Médio,Solteiro,Casa,32,9.956164383561644,1.0,8625.08,False
2015-08-01,1878,F,N,S,0,Pensionista,Médio,Solteiro,Casa,64,,1.0,15781.09,False
2015-07-01,14887,F,N,N,0,Pensionista,Médio,Solteiro,Casa,64,,1.0,21945.82,False
2015-02-01,9064,F,N,N,1,Servidor público,Médio,Casado,Casa,42,7.534246575342466,3.0,8251.21,False
2015-05-01,8752,F,N,S,0,Servidor público,Médio,Casado,Casa,48,6.449315068493151,2.0,124637.39,False
2015-06-01,1414,F,N,N,1,Empresário,Médio,Separado,Casa,29,8.673972602739726,2.0,14487.55,False
2015-02-01,5628,F,N,N,2,Assalariado,Médio,Casado,Casa,30,5.956164383561644,4.0,1802.48,False
2015-10-01,13473,F,N,N,0,Empresário,Médio,Solteiro,Casa,50,1.180821917808219,1.0,8576.02,False
2015-12-01,1894,F,S,S,0,Pensionista,Médio,Viúvo,Casa,55,,1.0,15045.42,False
2016-02-01,6771,M,S,S,3,Assalariado,Médio,Casado,Casa,36,10.04931506849315,5.0,3705.73,False
2015-05-01,3773,F,N,S,0,Pensionista,Médio,Casado,Casa,59,,2.0,8566.41,False
2015-12-01,14177,F,S,N,0,Assalariado,Médio,Casado,Casa,56,20.88767123287672,2.0,11825.23,False
2015-04-01,7701,M,N,S,0,Assalariado,Médio,Separado,Casa,48,4.18082191780822,1.0,6770.32,False
2015-03-01,8566,F,N,S,0,Assalariado,Superior incompleto,Solteiro,Casa,26,0.4684931506849315,1.0,2902.75,True
2016-02-01,11485,M,S,N,0,Assalariado,Médio,Casado,Casa,63,4.432876712328767,2.0,2881.73,False
2015-03-01,12189,F,N,S,0,Assalariado,Superior completo,Separado,Casa,41,21.7013698630137,1.0,23155.3,False
2015-08-01,12049,F,N,S,0,Servidor público,Superior completo,Casado,Casa,51,23.756164383561643,2.0,235698.18,False
2016-02-01,7875,M,S,S,2,Empresário,Médio,Casado,Casa,47,25.016438356164382,4.0,5894.95,False
2015-12-01,7719,F,S,S,0,Assalariado,Médio,Casado,Casa,58,4.265753424657534,2.0,1630.91,True
2015-10-01,10075,F,N,S,0,Pensionista,Médio,Solteiro,Casa,67,,1.0,31335.72,False
2016-03-01,6184,F,N,S,0,Assalariado,Médio,Casado,Casa,40,6.747945205479452,2.0,1286.41,False
2015-04-01,1685,F,S,S,0,Pensionista,Médio,Solteiro,Casa,57,,1.0,3964.75,False
2015-05-01,9537,M,N,N,1,Assalariado,Superior completo,Separado,Com os pais,29,3.1780821917808217,2.0,10054.85,False
2015-08-01,13847,F,N,N,0,Servidor público,Médio,Casado,Casa,50,10.043835616438356,2.0,45888.36,False
2016-02-01,10056,F,S,N,0,Assalariado,Médio,Casado,Casa,44,4.049315068493151,2.0,701.9,False
2016-03-01,9546,F,S,N,2,Assalariado,Médio,Casado,Casa,35,10.01917808219178,4.0,2421.79,False
2016-03-01,9462,M,N,N,0,Assalariado,Superior completo,Casado,Casa,39,9.432876712328769,2.0,5317.31,True
2015-01-01,2812,F,S,S,0,Assalariado,Médio,Casado,Casa,47,4.895890410958904,2.0,2666.2,False
2015-06-01,10732,M,N,N,0,Assalariado,Superior completo,Solteiro,Casa,25,3.2684931506849315,1.0,5581.36,True
2015-01-01,5817,F,N,S,0,Pensionista,Fundamental,Casado,Casa,60,,2.0,1796.48,True
2015-09-01,13710,M,S,S,0,Empresário,Superior incompleto,Solteiro,Casa,31,1.0383561643835617,1.0,6663.59,False
2015-01-01,14039,M,N,N,1,Assalariado,Médio,Casado,Casa,36,3.624657534246576,3.0,1844.08,False
2015-10-01,15792,F,N,S,0,Empresário,Médio,Casado,Casa,44,1.8465753424657527,2.0,3530.3,False
2015-05-01,6463,F,N,S,0,Pensionista,Médio,Separado,Casa,62,,1.0,28690.38,False
2015-02-01,16122,F,S,S,1,Assalariado,Superior completo,Separado,Casa,51,16.386301369863013,2.0,10121.68,False
2016-03-01,2965,M,S,S,0,Empresário,Médio,Casado,Casa,25,4.550684931506849,2.0,826.78,False
2016-02-01,2725,M,N,S,0,Empresário,Médio,Casado,Casa,34,11.065753424657537,2.0,8465.65,True
2015-09-01,6227,M,S,S,2,Assalariado,Médio,Casado,Casa,30,1.7452054794520548,4.0,16161.14,False
2015-05-01,15656,F,N,S,0,Servidor público,Médio,União,Casa,44,20.55890410958904,2.0,137836.29,False
2015-11-01,2834,F,S,S,3,Empresário,Médio,Casado,Casa,31,1.9753424657534249,5.0,1012.93,False
2016-02-01,2428,M,N,S,0,Assalariado,Médio,Casado,Casa,51,9.53972602739726,2.0,5713.35,False
2015-09-01,9720,M,N,S,0,Assalariado,Médio,Casado,Casa,50,29.88767123287672,2.0,101446.78,False
2015-03-01,95,F,N,S,0,Assalariado,Superior completo,Separado,Casa,36,1.5205479452054795,1.0,2420.92,True
2016-02-01,207,F,N,N,1,Assalariado,Superior completo,União,Casa,34,1.356164383561644,3.0,619.55,True
2015-02-01,4557,M,S,S,1,Assalariado,Médio,Casado,Casa,41,5.758904109589041,3.0,5235.32,True
2015-02-01,9491,F,S,N,0,Assalariado,Médio,Casado,Casa,50,15.271232876712329,2.0,16125.41,False
2015-02-01,329,F,S,N,0,Empresário,Superior completo,Casado,Casa,37,1.6054794520547946,2.0,233.25,True
2015-06-01,6839,F,N,S,0,Pensionista,Médio,Viúvo,Casa,66,,1.0,17961.5,False
2016-03-01,11581,F,N,S,0,Assalariado,Superior completo,Casado,Casa,48,1.904109589041096,2.0,6241.33,False
2016-03-01,10494,F,N,S,0,Pensionista,Médio,Casado,Casa,59,,2.0,1725.01,True
2016-03-01,6022,M,S,S,2,Assalariado,Superior completo,Casado,Casa,45,2.2164383561643834,4.0,3065.37,False
2015-12-01,14248,F,S,S,1,Empresário,Médio,Casado,Casa,41,0.7890410958904109,3.0,3640.55,False
2015-11-01,8749,F,N,S,2,Assalariado,Médio,Separado,Casa,37,8.241095890410959,3.0,3964.95,False
2015-12-01,12609,F,N,S,0,Pensionista,Médio,Casado,Casa,57,,2.0,3865.11,False
2015-04-01,2773,M,N,S,0,Assalariado,Superior completo,Casado,Casa,40,5.6438356164383565,2.0,18529.45,False
2015-11-01,740,F,N,S,0,Empresário,Médio,Casado,Casa,45,2.8575342465753426,2.0,4231.89,False
2015-04-01,13463,F,S,N,0,Assalariado,Superior completo,União,Casa,26,2.347945205479452,2.0,10456.69,False
2015-02-01,13741,F,S,S,0,Assalariado,Médio,Casado,Casa,47,14.46027397260274,2.0,7760.1,False
2015-07-01,4547,M,N,S,0,Assalariado,Médio,União,Casa,41,4.178082191780822,2.0,26828.64,False
2015-02-01,321,M,S,N,0,Assalariado,Médio,Casado,Casa,36,3.608219178082192,2.0,3328.71,False
2015-01-01,12849,F,N,S,2,Assalariado,Superior completo,Casado,Casa,31,1.2794520547945205,4.0,1613.69,True
2015-02-01,1729,M,N,N,0,Assalariado,Médio,Separado,Casa,39,17.4027397260274,1.0,30913.01,True
2015-10-01,6341,M,N,N,0,Empresário,Médio,Casado,Casa,28,3.665753424657534,2.0,6949.04,False
2015-10-01,8190,F,N,N,2,Servidor público,Superior completo,Casado,Casa,34,14.643835616438356,4.0,35311.49,False
2016-01-01,9254,F,N,N,0,Empresário,Médio,Casado,Casa,50,4.931506849315069,2.0,3667.63,False
2015-07-01,8033,M,S,S,1,Assalariado,Médio,Casado,Casa,48,7.810958904109589,3.0,66358.29,False
2015-10-01,1827,F,N,N,0,Pensionista,Médio,Casado,Casa,58,,2.0,6219.21,False
2015-03-01,1492,F,N,S,0,Assalariado,Superior completo,Solteiro,Casa,33,7.101369863013699,1.0,4305.22,False
2015-04-01,15078,M,N,S,1,Assalariado,Médio,União,Casa,31,6.997260273972603,3.0,6334.21,True
2015-03-01,7261,F,N,S,0,Servidor público,Superior completo,Casado,Casa,37,0.4575342465753425,2.0,4125.74,False
2015-08-01,4486,F,N,N,0,Assalariado,Médio,Viúvo,Casa,45,5.515068493150685,1.0,14083.87,False
2015-05-01,6110,M,S,S,0,Assalariado,Médio,Casado,Casa,57,3.994520547945205,2.0,12730.96,False
2016-03-01,14036,F,N,N,2,Assalariado,Médio,Casado,Governamental,34,1.956164383561644,4.0,1860.95,True
2016-01-01,7380,F,N,S,1,Assalariado,Superior completo,Solteiro,Casa,28,4.882191780821918,2.0,1370.03,False
2016-02-01,14810,M,S,N,0,Assalariado,Médio,Casado,Casa,42,10.96986301369863,2.0,5098.35,False
2015-05-01,9899,M,N,S,0,Assalariado,Médio,Casado,Casa,56,4.945205479452055,2.0,27041.45,False
2015-07-01,13418,M,S,N,0,Assalariado,Médio,Casado,Casa,55,1.095890410958904,2.0,4299.45,False
2015-12-01,10030,F,S,S,0,Empresário,Médio,Casado,Casa,37,2.9342465753424656,2.0,2944.99,False
2015-07-01,13594,F,N,N,1,Assalariado,Médio,Casado,Casa,27,2.0136986301369864,3.0,4256.56,False
2015-09-01,4002,M,N,N,0,Assalariado,Médio,Solteiro,Casa,25,1.4027397260273973,1.0,16057.13,False
2015-06-01,10941,F,N,N,2,Empresário,Superior completo,Casado,Casa,35,9.69041095890411,4.0,19351.6,False
2015-02-01,456,F,S,S,0,Pensionista,Médio,Casado,Casa,60,,2.0,6548.48,False
2015-05-01,15469,F,S,N,0,Assalariado,Superior completo,Solteiro,Casa,52,0.9561643835616438,1.0,2134.68,False
2015-06-01,9054,F,N,S,0,Pensionista,Médio,União,Casa,60,,2.0,10261.4,False
2015-12-01,8202,F,N,S,0,Servidor público,Médio,Casado,Casa,53,1.4684931506849317,2.0,6951.44,False
